1,Inverter,192.168.1.40,admin,,bulb_1,1,1,0,0,1,80
2,PressurePump01,192.168.1.46,admin,,bulb_1,2,1,0,0,1,80
3,Birds,192.168.1.51,admin,,bulb_1,3,1,0,0,1,80
